,title,writer,pony,dialog
19399,Brotherhooves Social,Dave Polsky,Apple Bloom,"Neat. [to Applejack] Alright then! Let's get back to practicin'! One more run-through of our jugglin' routine, make sure our harmonies are tight in our song, and see if we can't beat our best pie-eatin' time!"
19400,Brotherhooves Social,Dave Polsky,Applejack,"Hold on, sugarcube. I need a minute to talk with Big Mac."
19401,Brotherhooves Social,Dave Polsky,Apple Bloom,Mind if I go ahead and start eatin' this pie?!
19402,Brotherhooves Social,Dave Polsky,Applejack,"Hey, Big Mac, you all right?"
19404,Brotherhooves Social,Dave Polsky,Applejack,You sure? You seemed a little down back there.
19406,Brotherhooves Social,Dave Polsky,Applejack,"Come on, you can tell me. You feelin' a little left out? Apple Bloom and I have been spendin' a lot of time together gettin' ready for the Social."
19407,Brotherhooves Social,Dave Polsky,Applejack,[gasps] What in the...?
19408,Brotherhooves Social,Dave Polsky,Apple Bloom,"Your cutie mark! You're being summoned, Applejack! This is so cool!"
19410,Brotherhooves Social,Dave Polsky,Applejack,Now calm down. Let me just go over to Twilight's castle and see what's what! Maybe it's just a false alarm.
19411,Brotherhooves Social,Dave Polsky,Apple Bloom,But you said it was a false alarm!
19412,Brotherhooves Social,Dave Polsky,Applejack,"I said maybe it's a false alarm. Well, it's not. Rarity and I have to go to Manehattan."
19413,Brotherhooves Social,Dave Polsky,Apple Bloom,Can't you just tell that map it'll have to wait a couple days?
19414,Brotherhooves Social,Dave Polsky,Applejack,"No can do, sugarcube. When duty calls, I gotta answer right away. What kind of an example would I be settin' for my little sister if I didn't?"
19415,Brotherhooves Social,Dave Polsky,Apple Bloom,This can't be happening! Your extreme awesomeness is backfiring on me!
19416,Brotherhooves Social,Dave Polsky,Applejack,"[sighs] I'm sorry, Apple Bloom. [to Big Mac] Try and cheer her up, won't you?"
19420,Brotherhooves Social,Dave Polsky,Sweetie Belle,"Hey, Apple Bloom, the Social's gonna start in a few hours. Thought you might want to go with us."
19421,Brotherhooves Social,Dave Polsky,Scootaloo,"Since Rarity and Applejack are out of town, you and Sweetie Belle can cheer on me and Rainbow Dash instead!"
19422,Brotherhooves Social,Dave Polsky,Sweetie Belle,Pretty great they're letting you participate even though you're not technically sisters.
19424,Brotherhooves Social,Dave Polsky,Sweetie Belle,So what do you say?
19425,Brotherhooves Social,Dave Polsky,Scootaloo,You coming?
19426,Brotherhooves Social,Dave Polsky,Apple Bloom,Why not...? Got nothin' better to do... Lemme wash up and I'll meet you in a little bit.
19429,Brotherhooves Social,Dave Polsky,Apple Bloom,What? What is it?!
19430,Brotherhooves Social,Dave Polsky,Scootaloo,Today is our big day!
19431,Brotherhooves Social,Dave Polsky,Rainbow Dash,We have so got this. I'm gonna go sign us in.
19432,Brotherhooves Social,Dave Polsky,Sweetie Belle,I guess I'm just a little jealous you two get to compete and I don't. But at least I get to be here and cheer you on! I thought Apple Bloom was gonna be here too.
19433,Brotherhooves Social,Dave Polsky,Scootaloo,"Guess she changed her mind. Hey, there you are! You ready to cheer on me and Rainbow Dash to victory?"
19434,Brotherhooves Social,Dave Polsky,Apple Bloom,"Uh, not exactly. Seems I'm gonna get to participate after all."
19435,Brotherhooves Social,Dave Polsky,Sweetie Belle,[gasps] Applejack is back from Manehattan already? That must mean Rarity is back too!
19436,Brotherhooves Social,Dave Polsky,Sweetie Belle,Your cousin who what now?
19438,Brotherhooves Social,Dave Polsky,Apple Bloom,"[sighs] Sweetie Belle and Scootaloo, cousin Orchard Blossom."
19440,Brotherhooves Social,Dave Polsky,Sweetie Belle,[deadpan] That's Big Mac in a dress.
19442,Brotherhooves Social,Dave Polsky,Sweetie Belle,"That's awful nice of you to say, cousin Orchard Blossom! I've been told before I'm pretty observant."
19445,Brotherhooves Social,Dave Polsky,Rainbow Dash,"Cousin Orchard Blossom, huh? I know Applejack has a lot of relatives, but I feel like she would've mentioned you."
19447,Brotherhooves Social,Dave Polsky,Rainbow Dash,Hm. Why don't I just let you finish signing in? [hushed] But don't think me and Scootaloo are gonna take it easy on you just 'cause you're a stallion!
19450,Brotherhooves Social,Dave Polsky,Sweetie Belle,Have they called your brother's bluff yet?
19451,Brotherhooves Social,Dave Polsky,Apple Bloom,"No, but they're about to! I can't bear to watch!"
19453,Brotherhooves Social,Dave Polsky,Apple Bloom,I can't believe they bought it!
19454,Brotherhooves Social,Dave Polsky,Sweetie Belle,"It's sweet he wants to help you out like this. Weird, but sweet."
19458,Brotherhooves Social,Dave Polsky,Apple Bloom,[hushed] You sure you know all the words? 'Cause it took Applejack a pretty long time to get it down.
19463,Brotherhooves Social,Dave Polsky,Apple Bloom,Sisterhood
19465,Brotherhooves Social,Dave Polsky,Apple Bloom,Is a special kind of friend Sisterhood
19467,Brotherhooves Social,Dave Polsky,Apple Bloom,Is a bond that never ends
19470,Brotherhooves Social,Dave Polsky,Apple Bloom,Sisterhood
19472,Brotherhooves Social,Dave Polsky,Apple Bloom,Sisterhood
19474,Brotherhooves Social,Dave Polsky,Apple Bloom,Sisterhood
19476,Brotherhooves Social,Dave Polsky,Apple Bloom,[joining in] ...ood
19478,Brotherhooves Social,Dave Polsky,Apple Bloom,You sure about that?
19480,Brotherhooves Social,Dave Polsky,Apple Bloom,[to herself] But that isn't your name!
19483,Brotherhooves Social,Dave Polsky,Apple Bloom,Whoaaa!
19484,Brotherhooves Social,Dave Polsky,Apple Bloom,[spits] Yay.
19486,Brotherhooves Social,Dave Polsky,Apple Bloom,"I really appreciate all the effort, Big Ma<U+0097> cousin Orchard Blossom, but maybe we just skip the whole obstacle course thing and call it a day."
19488,Brotherhooves Social,Dave Polsky,Apple Bloom,"I'm sure she's not, but it's like Applejack said! There'll be more Sisterhooves Socials down the line, and I'm sure she'll help me get a blue ribbon next time around."
19490,Brotherhooves Social,Dave Polsky,Rainbow Dash,"Alright, Scootaloo, remember the parts where teamwork really comes into play!"
19491,Brotherhooves Social,Dave Polsky,Scootaloo,How could I forget? We've been training all week!
19492,Brotherhooves Social,Dave Polsky,Rainbow Dash,"Okay, hot stuff! What's our move on the grape squish?"
19493,Brotherhooves Social,Dave Polsky,Scootaloo,The alley-oop.
19494,Brotherhooves Social,Dave Polsky,Rainbow Dash,Apple toss?
19495,Brotherhooves Social,Dave Polsky,Scootaloo,Flip-flop.
19496,Brotherhooves Social,Dave Polsky,Rainbow Dash,Egg carrying?
19497,Brotherhooves Social,Dave Polsky,Scootaloo,Flutter-bomb.
19502,Brotherhooves Social,Dave Polsky,Rainbow Dash,"Nice jump, Scoot!"
19503,Brotherhooves Social,Dave Polsky,Apple Bloom,Woo-hoo!
19504,Brotherhooves Social,Dave Polsky,Apple Bloom,Yikes! You almost squished me!
19507,Brotherhooves Social,Dave Polsky,Apple Bloom,Argh! I'm goin' as fast as I can!
19512,Brotherhooves Social,Dave Polsky,Apple Bloom,I should've known you'd eventually get busted for bein' a stallion!
19514,Brotherhooves Social,Dave Polsky,Rainbow Dash,"Hah! Looks like we win, squirt!"
19515,Brotherhooves Social,Dave Polsky,Scootaloo,Woo-hoo! Yeah!
19516,Brotherhooves Social,Dave Polsky,Apple Bloom,I told you I should've just waited until the next Social to win with Applejack.
19517,Brotherhooves Social,Dave Polsky,Apple Bloom,"You know I'm... not mad, right?"
19519,Brotherhooves Social,Dave Polsky,Apple Bloom,I mean... let's face it <U+0096> you dressin' up as my cousin Orchard Blossom was a pretty crazy idea in the first place.
19521,Brotherhooves Social,Dave Polsky,Apple Bloom,And it's not like you got me disqualified from the Social forever or anythin'. I can participate next time with Applejack. Everything's fine.
19523,Brotherhooves Social,Dave Polsky,Apple Bloom,"I just don't understand why you went so crazy there at the end of the race. I mean, I know you like to win an' all, but... you wanna tell me what's goin' on?"
19525,Brotherhooves Social,Dave Polsky,Apple Bloom,"Alright. Well, it's getting late. You comin'?"
19527,Brotherhooves Social,Dave Polsky,Apple Bloom,"Okay. See you later, I guess..."
19529,Brotherhooves Social,Dave Polsky,Apple Bloom,Yeah?
19531,Brotherhooves Social,Dave Polsky,Apple Bloom,"Yes, I do!"
19533,Brotherhooves Social,Dave Polsky,Apple Bloom,"Yeah, well, too bad, you big goof! 'Cause I'm not goin' anywhere. And I know that you're always gonna be here when I need you. Heck, you'll do a whole obstacle course in high heels if you think it'll help me get somethin' I want. You're my big brother. You've always been a hero to me, Big Mac, and you always will be. I'm real sorry I haven't been lettin' you know that's how I feel. Guess both of us have been holdin' back when it comes to expressin' ourselves, huh?"
19536,Brotherhooves Social,Dave Polsky,Apple Bloom,"Be there in a bit! I'm spending some quality time with my big brother! [to Big Mac] Hey, Big Mac?"
19538,Brotherhooves Social,Dave Polsky,Apple Bloom,How do you think cousin Orchard Blossom would describe this sunset?
19540,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,"Okay, Crusaders! Back to the business of earnin' our cutie marks! Any suggestions?"
19541,Crusaders of the Lost Mark,Amy Keating Rogers,Scootaloo,"No, we've tried everything!"
19542,Crusaders of the Lost Mark,Amy Keating Rogers,Sweetie Belle,We've run out of ideas.
19543,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,"Are you kiddin' me, Crusaders? We can do better than that!"
19545,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,We've been searchin' for our cutie marks For a while now Tryin' to find out how we fit in
19549,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,"Now, that's more like it!"
19551,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,"What's wrong, Pipsqueak?"
19553,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,"We've never tried gettin' our cutie marks in campaign managin'! What do ya say, Crusaders?"
19555,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,"[loudly] So, Pip, how would you help the school if you were elected student pony president?"
19559,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,"'Course, it doesn't hurt that her mother Spoiled Rich is president of the school board."
19564,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,Haven't we all had enough of Diamond Tiara?
19565,Crusaders of the Lost Mark,Amy Keating Rogers,Scootaloo,Do we really need a big statue of her?
19566,Crusaders of the Lost Mark,Amy Keating Rogers,Sweetie Belle,Especially where our playground equipment should be?
19575,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,We'll let the votin' decide!
19580,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,"Come on now, ponies! Don't listen to her!"
19594,Crusaders of the Lost Mark,Amy Keating Rogers,Sweetie Belle,"Well, if that's how you treat your best friend, then I choose Pipsqueak!"
19604,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,"Oh, my gosh, Crusaders! Pip won!"
19606,Crusaders of the Lost Mark,Amy Keating Rogers,Sweetie Belle,Campaign manager cutie marks!
19615,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,"I know Diamond Tiara's been pretty awful, but... we should probably make sure she's okay. Just 'cause she's never cared about anypony else's feelings doesn't mean we shouldn't care about hers."
19630,Crusaders of the Lost Mark,Amy Keating Rogers,Sweetie Belle,Is it weird that I feel bad for her?
19631,Crusaders of the Lost Mark,Amy Keating Rogers,Scootaloo,"If it is, then... I'm weird, too."
19632,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,"She wants to change, but she doesn't know how."
19633,Crusaders of the Lost Mark,Amy Keating Rogers,Sweetie Belle,Seems like she could use a friend or two to help her figure it out.
19634,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,"Hey, Diamond Tiara! Wait up!"
19636,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,"Actually, we wanted to invite you to our clubhouse to hang out."
19638,Crusaders of the Lost Mark,Amy Keating Rogers,Scootaloo,"Yeah, for real!"
19640,Crusaders of the Lost Mark,Amy Keating Rogers,Sweetie Belle,That sounds like a yes...
19642,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,"Actually, yeah."
19646,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,"But... you've done that, right?"
19648,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,Uh... are you sure about that?
19650,Crusaders of the Lost Mark,Amy Keating Rogers,Sweetie Belle,"Not really, since we kind of overheard you yesterday."
19652,Crusaders of the Lost Mark,Amy Keating Rogers,Sweetie Belle,"No! We were just worried about you when you lost the election, and then you lost your friend, and then your mom yelled at you..."
19653,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,"We know you wanna change, and we think we can<U+0097>"
19656,Crusaders of the Lost Mark,Amy Keating Rogers,Sweetie Belle,Why not?
19658,Crusaders of the Lost Mark,Amy Keating Rogers,Sweetie Belle,"Don't worry, Pip!"
19659,Crusaders of the Lost Mark,Amy Keating Rogers,Scootaloo,We'll meet you back at school.
19660,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,And help you find a solution!
19663,Crusaders of the Lost Mark,Amy Keating Rogers,Scootaloo,Where's she going?
19664,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,Where do you think?! C'mon! After her!
19665,Crusaders of the Lost Mark,Amy Keating Rogers,Sweetie Belle,Wait! I'm coming too!
19676,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,Diamond Tiara! Think hard about the choice you're makin' right now!
19677,Crusaders of the Lost Mark,Amy Keating Rogers,Scootaloo,You can be a better pony!
19694,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,"I've been thinkin', Crusaders. We spend an awful lot of time fussin' and frettin' tryin' to discover our true talent. But when we take a little time off, we end up helpin' other ponies figure out their true talent!"
19695,Crusaders of the Lost Mark,Amy Keating Rogers,Sweetie Belle,"Yeah, and I think that's way more important than worrying about our cutie marks, don't you?"
19696,Crusaders of the Lost Mark,Amy Keating Rogers,Scootaloo,Absolutely! I don't care if I ever get my cutie mark as long as I get to hang out with my best friends.
19697,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,"So what do you say, Crusaders? Want to just focus on helpin' others find their cutie marks?"
19699,Crusaders of the Lost Mark,Amy Keating Rogers,Sweetie Belle,What happened?
19700,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,What's goin' on?
19706,Crusaders of the Lost Mark,Amy Keating Rogers,Scootaloo,Now we know what it took all along
19707,Crusaders of the Lost Mark,Amy Keating Rogers,Sweetie Belle,And our journey here is never really done
19708,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,For it is more than just a mark It's a place for us to start
19711,Crusaders of the Lost Mark,Amy Keating Rogers,Pinkie Pie,"All right, everypony! Get ready for the biggest cute-cea<f1>era celebration ever!"
19712,Crusaders of the Lost Mark,Amy Keating Rogers,Applejack,"Oh, sugarcube, if Mom and Dad were here, they'd be so proud of ya."
19713,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,"Oh... Thanks, Applejack."
19714,Crusaders of the Lost Mark,Amy Keating Rogers,Applejack,Now go on and party with your pals.
19715,Crusaders of the Lost Mark,Amy Keating Rogers,Rainbow Dash,"I'm so proud of you, little buddy You've taught me a thing or two"
19716,Crusaders of the Lost Mark,Amy Keating Rogers,Rarity,You've inspired everypony around you And you've inspired me too
19718,Crusaders of the Lost Mark,Amy Keating Rogers,Apple Bloom,"Well, what do you think, Crusaders? Were these cutie marks totally worth waiting for or what?"
19719,Crusaders of the Lost Mark,Amy Keating Rogers,Sweetie Belle,Yeah! I can't wait to see who we're gonna help next!
19723,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"Five hundred and sixty-six, five hundred and sixty-seven, five hundred and sixty-eight... Phew! Look at that, Pound Cake! I am so close to breaking my personal cupcake-icing record!"
19725,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,Pretty impressive if I do say so myself.
19727,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,Okie-dokie-lokie.
19729,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,A baby?! Shining Armor and Princess Cadance are having a baby?! [squeals] This is the best news ever! I can't wait to tell Twilight!
19731,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,A top secret surprise?! That means I have to keep the exciting news... [gulps] ...to myself!
19732,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"Even though I didn't technically make a Pinkie Promise to Mrs. Cake, I can't tell Twilight or anypony the big news! That would make me a... a... a big old surprise ruiner! Right, Gummy?"
19733,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,Did you take that from Pound Cake again? Don't you know it's wrong to steal from a baby?
19734,The One Where Pinkie Pie Knows,Gillian M. Berrow,Rarity,What's all this about a baby?
19735,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,What? Who? What? Who said something about a baby?!
19736,The One Where Pinkie Pie Knows,Gillian M. Berrow,Rarity,"You did, Ms. Pie, just now. What were you talking about?"
19737,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,"Great! Everypony's here. Now I don't have to wait any longer to tell you all the wonderful news! Somepony special is coming to visit Ponyville, and I need your help getting everything ready!"
19738,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,It's...
19740,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,"Yes, and they're coming<U+0097>"
19742,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,"Yes, on the<U+0097>"
19743,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,Yes.
19744,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,Annnnnd?
19745,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,And that's it.
19746,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,Oh.
19747,The One Where Pinkie Pie Knows,Gillian M. Berrow,Rainbow Dash,"Uh, how did you know all that?"
19748,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,[nervous laugh] Uh... Pinkie Sense?
19749,The One Where Pinkie Pie Knows,Gillian M. Berrow,Rainbow Dash,"So, you said you needed our help with something?"
19750,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,Follow me.
19751,The One Where Pinkie Pie Knows,Gillian M. Berrow,Rainbow Dash,Sweet posters! Is that Smash Fortune?
19752,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,"It sure is! When Shining Armor said he wanted to come to the castle and visit, I started collecting things he liked when he was a colt as a surprise!"
19753,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,I've been so excited that it's been hard to keep it to myself!
19754,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,[slightly muffled] I have no idea what that's like!
19755,The One Where Pinkie Pie Knows,Gillian M. Berrow,Fluttershy,"Aww, look at the cute little ant farm!"
19756,The One Where Pinkie Pie Knows,Gillian M. Berrow,Spike,And check out all these old comic books!
19757,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,Be careful! They're mint-in-bag!
19758,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,What's this?
19759,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,This is Brutus Force. Shining Armor used to carry him around like his baby!
19760,The One Where Pinkie Pie Knows,Gillian M. Berrow,Rarity,"It is a bit juvenile for castle d<e9>cor, but it is very sweet of you."
19761,The One Where Pinkie Pie Knows,Gillian M. Berrow,Fluttershy,I'm sure Shining Armor will love it.
19762,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,"Me, too. But there's a few more things I'd like to add before he gets here, and I could really use a hoof collecting them."
19763,The One Where Pinkie Pie Knows,Gillian M. Berrow,Applejack,"Whatever you need, sugarcube, we'll help you get it."
19764,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,"Thanks, everypony! I just can't wait 'til they walk in and see everything!"
19765,The One Where Pinkie Pie Knows,Gillian M. Berrow,Rainbow Dash,Totally understandable. Watching somepony else be surprised with something is almost better than being the one who's getting the surprise!
19766,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"But... eh... what if the surprise is something so incredibly exciting that a pony can't keep it in any longer, and she has to tell the pony standing next to her what it is or she might explode?!"
19767,The One Where Pinkie Pie Knows,Gillian M. Berrow,Fluttershy,I would say... no.
19768,The One Where Pinkie Pie Knows,Gillian M. Berrow,Rarity,The pony who ruins a surprise for somepony else has to live with that guilt forever!
19769,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,[nervous laugh] Gotta bounce!
19770,The One Where Pinkie Pie Knows,Gillian M. Berrow,Rainbow Dash,"So, I know the bar is set pretty high, but does anypony else think Pinkie Pie was acting weirder than usual?"
19771,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"[heavy breathing] Phew, that was close! Too close. I almost spilled the beans. Beans that would be really hard to clean up! I obviously can't be around my friends right now. Or anypony for that matter! Hmmm... That's it! If Shining Armor and Cadance are coming tomorrow, then all I have to do is lock myself in my room away from everypony until they arrive! Then I won't ruin anything!"
19773,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,I... did?
19775,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,I'll do it!
19777,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"Sure! There's no possible way that I could ever have anything that might interfere with doing that task, like a gigantic, emotionally exhausting surprise that would make it super hard to be around other ponies."
19779,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"No way! Cross my heart and hope to fly, stick a cupcake in my eye!"
19780,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"Oh, yeah. I Pinkie Promised I'd do it. And I never break a Pinkie Promise! Never!"
19782,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"[deflates, sighs] Hm. Maybe it'll be a quiet day and I can just avoid everypony!"
19783,The One Where Pinkie Pie Knows,Gillian M. Berrow,Apple Bloom,"Hiya, Pinkie Pie!"
19784,The One Where Pinkie Pie Knows,Gillian M. Berrow,Sweetie Belle,Heard any good gossip today?
19785,The One Where Pinkie Pie Knows,Gillian M. Berrow,Scootaloo,"Yeah, we're bored. Please say you have some interesting news."
19786,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,Nope!
19787,The One Where Pinkie Pie Knows,Gillian M. Berrow,Fluttershy,You were in such a rush earlier. Twilight wanted me to ask you if you would bring some snacks to the castle for Shining Armor and Cadance's visit.
19788,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,Definitely! Got it! Pinkie Promise! Yeah! Heh.
19789,The One Where Pinkie Pie Knows,Gillian M. Berrow,Fluttershy,"You know, maybe some baby carrots..."
19790,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,[nervous laugh] What did you say?!
19791,The One Where Pinkie Pie Knows,Gillian M. Berrow,Fluttershy,Baby carrots! They're Shining Armor's favorite.
19792,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"Mine too! Baby carrots are kinda like big carrots but smaller, kinda like how foals are tiny versions of their parents but smaller and cuter and<U+0097> Albino squirrel!"
19793,The One Where Pinkie Pie Knows,Gillian M. Berrow,Fluttershy,Where? Is it Albert?
19794,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,It's time to kick this operation into hyper-hoof and avoid all ponies by any means necessary!
19795,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,It didn't feel good ignoring my friends like that... Maybe I can tell just one little pony the surprise?
19796,The One Where Pinkie Pie Knows,Gillian M. Berrow,Rarity,[with reverb] The pony who ruins a surprise for somepony else has to live with that guilt forever!
19797,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"You're right, spooky-reflection-of-Rarity-that-I-know-is-actually-my-own-imagination. I can't tell anypony at all! [sighs] Then they would tell Twilight, and she wouldn't be surprised, and it would be all my fault."
19798,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"[sighs] Finally, I'm all aloney on my owney."
19799,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"Wow, great idea! I'm starving too! [chewing] [with mouth full] This apple is delicious! [swallows] What are you having, Gummy? Oh, no! It's the list that Twilight helped me make yesterday so I wouldn't forget all of my Pinkie Promises today! And I have three more things to do! Aw, four if you count bringing those snacks to Twilight's castle! I've been getting liberal with those Pinkie Promises lately..."
19800,The One Where Pinkie Pie Knows,Gillian M. Berrow,Sweetie Belle,Ooh! I want a flamingo!
19801,The One Where Pinkie Pie Knows,Gillian M. Berrow,Apple Bloom,I want a goldfish!
19802,The One Where Pinkie Pie Knows,Gillian M. Berrow,Scootaloo,Surprise me!
19803,The One Where Pinkie Pie Knows,Gillian M. Berrow,Scootaloo,Is that a... baby bottle?
19804,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"[screams] No! It's a... a... puppy! Ha ha, woof woof, ha ha! Eh..."
19805,The One Where Pinkie Pie Knows,Gillian M. Berrow,Scootaloo,Are you sure? Because it looks like a<U+0097>
19806,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,Next!
19808,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"Interesting choice of words, Featherweight."
19810,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,I don't know. Was it?
19813,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"No, I'm not!"
19815,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,Noooooo...
19817,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,Nope!
19820,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,You're welcome!
19822,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"[reading] ""Treat your foal like... royalty""?!"
19825,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,"Those look yummy, Pinkie! Let me help you! But we better cover them up so they don't get spoiled."
19826,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,Why would they get spoiled? We're all gonna eat them super soon!
19827,The One Where Pinkie Pie Knows,Gillian M. Berrow,Applejack,"Oh, didn't anypony tell you? Shining Armor and Cadance are held up. They may not arrive 'til Saturday."
19828,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,Whaaaaaaaaaat?! [hyperventilating] You mean... [breathes] I have... [breathes] to wait... [breathes] another whole day?! I don't know if I can!
19829,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,"Pinkie Pie, do you have something you need to say? You seem like you've been keeping something in."
19830,The One Where Pinkie Pie Knows,Gillian M. Berrow,Fluttershy,We're here to listen.
19831,The One Where Pinkie Pie Knows,Gillian M. Berrow,Applejack,"Well, go on then, sugarcube."
19832,The One Where Pinkie Pie Knows,Gillian M. Berrow,Rarity,"We're not going to judge you, darling."
19833,The One Where Pinkie Pie Knows,Gillian M. Berrow,Spike,You'll feel so much better once you get it off your chest!
19834,The One Where Pinkie Pie Knows,Gillian M. Berrow,Rainbow Dash,Come on.
19835,The One Where Pinkie Pie Knows,Gillian M. Berrow,Rainbow Dash,"Whatever it is, you can tell us! We're best friends! [with reverb] Friends! Friends! Friends!"
19836,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,[with reverb] Tell!
19839,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"Okay, okay, you win! [inhales] Shining Armor and Cadance are gonna have a<U+0097>"
19842,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,"Shining Armor, Cadance! You're early! I thought something had come up and you weren't gonna make it until Saturday!"
