index,title,writer,pony,dialog,emotion_chatgpt,season
15125,Maud Pie,Noelle Benvenuti,Pinkie Pie,Thank goodness you're all here! There's no time to lose!,joy,4
15126,Maud Pie,Noelle Benvenuti,Rarity,Whoa!,surprise,4
15127,Maud Pie,Noelle Benvenuti,Fluttershy,Ooh...,surprise,4
15128,Maud Pie,Noelle Benvenuti,Rainbow Dash,Ugh! Hey- whoa!,surprise,4
15129,Maud Pie,Noelle Benvenuti,Pinkie Pie,Careful!,fear,4
15130,Maud Pie,Noelle Benvenuti,Twilight Sparkle,What is all this?,surprise,4
15131,Maud Pie,Noelle Benvenuti,Pinkie Pie,"My sister Maud's gonna be here soon, and I need your help taste-testing my rock candy recipes!",joy,4
15132,Maud Pie,Noelle Benvenuti,Applejack,"Uh, we're happy to help you, Pinkie Pie, but this seems like an awful lot of candy.",joy,4
15133,Maud Pie,Noelle Benvenuti,Rarity,Even for you.,neutral,4
15134,Maud Pie,Noelle Benvenuti,Pinkie Pie,Everypony ready for more?,joy,4
15135,Maud Pie,Noelle Benvenuti,Rainbow Dash,Ugh. My teeth hurt.,sadness,4
15136,Maud Pie,Noelle Benvenuti,Applejack,I think we've had plenty. And shouldn't you be on your way to pick up Maud from the train station?,neutral,4
15137,Maud Pie,Noelle Benvenuti,Twilight Sparkle,Maud is your sister. I'm sure she'll love your rock candy. And I'm pretty sure you've made enough. She's only staying for the week.,joy,4
15138,Maud Pie,Noelle Benvenuti,Pinkie Pie,"Aw, it's not just for Maud, silly. I'm making candy for all of us!",joy,4
15139,Maud Pie,Noelle Benvenuti,Applejack,"Aw, what a great tradition.",joy,4
15140,Maud Pie,Noelle Benvenuti,Rainbow Dash,Hold on. The secret ingredient is rocks?,surprise,4
15141,Maud Pie,Noelle Benvenuti,Pinkie Pie,Yeah. But these are a special kind of rock that Maud discovered.,joy,4
15142,Maud Pie,Noelle Benvenuti,Fluttershy,"Oh, what kind of a rock are they?",neutral,4
15143,Maud Pie,Noelle Benvenuti,Pinkie Pie,"Can't tell ya that, silly! [whispering] It's a secret! [speaking normally] Now that Maud is heading out to get her rocktorate in rock science, this may be our last chance to trade them for a really long time. I can't wait for you all to meet her. I just know that my best Ponyville friends and my best sister friend are gonna become bestest friends! We can make bestest-est friend rock candy necklaces together! She expresses herself through fashion just like Rarity, and she's really smart and loves reading just like Twilight! And she's honest, and loves forest things, and is good at games, and... Well, oh, she's awesome!",joy,4
15144,Maud Pie,Noelle Benvenuti,Rarity,"[strained] She sounds amazing, but won't she start worrying if you aren't at the train station when she gets here?",fear,4
15145,Maud Pie,Noelle Benvenuti,Pinkie Pie,She sure will. [gasp] I gotta get out of here!,fear,4
15146,Maud Pie,Noelle Benvenuti,Fluttershy,I sure hope Maud has an appetite.,neutral,4
15147,Maud Pie,Noelle Benvenuti,Applejack,Never met a pony or critter who didn't love Granny Smith's apple spiced muffins!,joy,4
15149,Maud Pie,Noelle Benvenuti,Rainbow Dash,"I doubt she'll notice what anypony's wearing, so what's the big deal?",neutral,4
15151,Maud Pie,Noelle Benvenuti,Twilight Sparkle,"I think we're all a little nervous about Maud's visit. She's Pinkie Pie's sister, and it's obvious Pinkie really wants us to hit it off. Being able to make those rock candy necklaces together is really important to her. I'm sure everything will be fine<U+0096>",fear,4
15152,Maud Pie,Noelle Benvenuti,Pinkie Pie,We're heeeere!,joy,4
15153,Maud Pie,Noelle Benvenuti,Twilight Sparkle,Where's Maud?,neutral,4
15154,Maud Pie,Noelle Benvenuti,Pinkie Pie,She's coming!,joy,4
15155,Maud Pie,Noelle Benvenuti,Rainbow Dash,Uh... you sure?,neutral,4
15156,Maud Pie,Noelle Benvenuti,Pinkie Pie,She's not quite as fast as me. I asked Gummy to stay with her in case she got lost!,joy,4
15157,Maud Pie,Noelle Benvenuti,Rainbow Dash,[whispering] Is she even moving?,fear,4
15158,Maud Pie,Noelle Benvenuti,Pinkie Pie,"We're over here, Maud!",joy,4
15160,Maud Pie,Noelle Benvenuti,Rainbow Dash,Huh?,surprise,4
15162,Maud Pie,Noelle Benvenuti,Twilight Sparkle,"That's... really fascinating, isn't it, girls? We're just so thrilled you could come for a visit before your big trip. Pinkie Pie has told us so much about you. I'm Twilight, and this is Applejack, Fluttershy, Rainbow Dash, and Rarity.",joy,4
15163,Maud Pie,Noelle Benvenuti,Fluttershy,We're ever so glad to meet you.,joy,4
15164,Maud Pie,Noelle Benvenuti,Applejack,We're just gonna have the best time!,joy,4
15165,Maud Pie,Noelle Benvenuti,Rarity,Pinkie Pie tells me you share my love for fashion.,joy,4
15167,Maud Pie,Noelle Benvenuti,Rarity,A-and what is the delightful frock you're wearing now saying?,surprise,4
15169,Maud Pie,Noelle Benvenuti,Applejack,"Uh, so this here's Winona. That's Owlowiscious, Tank, Opal, and Angel. Pinkie Pie told us you have a pet, too.",joy,4
15171,Maud Pie,Noelle Benvenuti,Fluttershy,"Oh, you have a pocket pet? Like a tiny mouse? Or a baby bird? Or a trained butterfly?",surprise,4
15173,Maud Pie,Noelle Benvenuti,Pinkie Pie,"This is going to be the best, most awesome, funnest week ever! I can't wait for us all to become bestest friends!",joy,4
15174,Maud Pie,Noelle Benvenuti,Applejack,Maud? Would you like to try one of Granny Smith's famous apple spiced muffins?,joy,4
15175,Maud Pie,Noelle Benvenuti,Applejack,"Oh, uh, heh, that's not<U+0096> Um...",surprise,4
15177,Maud Pie,Noelle Benvenuti,Pinkie Pie,[chews] [with mouth full] Maud's right! They are crunchy! Yum!,joy,4
15178,Maud Pie,Noelle Benvenuti,Rainbow Dash,"So, uh, Pinkie Pie tells us you like games.",joy,4
15180,Maud Pie,Noelle Benvenuti,Rainbow Dash,Awesome?,joy,4
15181,Maud Pie,Noelle Benvenuti,Twilight Sparkle,Any luck?,neutral,4
15182,Maud Pie,Noelle Benvenuti,Fluttershy,"I truly wish I'd spent more time with Boulder, because I'm having a very hard time remembering what he looks like.",sadness,4
15183,Maud Pie,Noelle Benvenuti,Applejack,It's like looking for a pebble in a haystack.,neutral,4
15184,Maud Pie,Noelle Benvenuti,Rarity,More like in a pile of pebbles.,neutral,4
15185,Maud Pie,Noelle Benvenuti,Applejack,"Well, you don't have to make it even harder.",neutral,4
15186,Maud Pie,Noelle Benvenuti,Rarity,Ugh! I give up! this is impossible!,anger,4
15187,Maud Pie,Noelle Benvenuti,Twilight Sparkle,"It'll hurt Maud's feelings if we all stop playing. Besides, look how much fun Pinkie Pie's having.",joy,4
15188,Maud Pie,Noelle Benvenuti,Pinkie Pie,Is this him? Is this him? Is this him? Is this him?,surprise,4
15189,Maud Pie,Noelle Benvenuti,Twilight Sparkle,"Just a little longer, okay?",joy,4
15190,Maud Pie,Noelle Benvenuti,Applejack,"Uh, alright, fine...",neutral,4
15191,Maud Pie,Noelle Benvenuti,Rainbow Dash,[simultaneously] Really?,surprise,4
15193,Maud Pie,Noelle Benvenuti,Pinkie Pie,Oh! Where was he?,surprise,4
15195,Maud Pie,Noelle Benvenuti,Rainbow Dash,"Oh, come on!",anger,4
15196,Maud Pie,Noelle Benvenuti,Fluttershy,"I don't mean to interrupt, but we really should get these little critters home. It's getting awfully late, and they've had a very busy day.",neutral,4
15197,Maud Pie,Noelle Benvenuti,Pinkie Pie,"Maud and I had better get going too. I want her to taste the rock candy we're gonna use for our best friends necklaces! Aw, yeah!",joy,4
15198,Maud Pie,Noelle Benvenuti,Applejack,She sure is... different from what I expected.,surprise,4
15199,Maud Pie,Noelle Benvenuti,Rainbow Dash,"We spent all day digging in the dirt, and he was in her pocket the whole time?!",surprise,4
15200,Maud Pie,Noelle Benvenuti,Fluttershy,"On the bright side, Boulder seemed really sweet.",joy,4
15201,Maud Pie,Noelle Benvenuti,Rainbow Dash,He's a rock!,joy,4
15202,Maud Pie,Noelle Benvenuti,Twilight Sparkle,"Come on, girls. I'm sure Maud was just nervous about meeting all of us.",joy,4
15203,Maud Pie,Noelle Benvenuti,Applejack,Maybe she was just acting a little 'off' because she was shy or somethin'.,neutral,4
15204,Maud Pie,Noelle Benvenuti,Twilight Sparkle,"Exactly. It must be awfully intimidating to meet all of us at once, especially since we're already such good friends.",fear,4
15205,Maud Pie,Noelle Benvenuti,Twilight Sparkle,"Maybe if we spend some time with her one-on-one to try to get to know her better, I'm sure we'll be making those best friend rock candy necklaces in no time.",joy,4
15206,Maud Pie,Noelle Benvenuti,Rarity,Where shall we start? I've chosen a few fabrics that I think will be stunning with y<U+0096>,joy,4
15207,Maud Pie,Noelle Benvenuti,Pinkie Pie,"Choices, choices, choices!",joy,4
15208,Maud Pie,Noelle Benvenuti,Rarity,"...Of course, if you don't see anything that speaks to you, I would be happy to suggest<U+0096>",joy,4
15210,Maud Pie,Noelle Benvenuti,Rarity,[laughs] Pinkie Pie didn't tell us you were so funny!,joy,4
15212,Maud Pie,Noelle Benvenuti,Rarity,"Oh, well, it's just... I believe that is a dishtowel. [beat] B-b-but it does go very well with your complexion. I'm sure I could work my magic and turn it into something fabulous.",joy,4
15213,Maud Pie,Noelle Benvenuti,Pinkie Pie,Rarity and my sister working together to design something amazing! This is the best day ever!,joy,4
15214,Maud Pie,Noelle Benvenuti,Rarity,Perhaps I could sew all of these together and make you something you'd like.,joy,4
15216,Maud Pie,Noelle Benvenuti,Pinkie Pie,Doesn't Maud make the coolest scarves?,joy,4
15217,Maud Pie,Noelle Benvenuti,Rarity,Quite...,neutral,4
15218,Maud Pie,Noelle Benvenuti,Fluttershy,"Hello there, Hummingway. I'm ever so happy to see you.",joy,4
15219,Maud Pie,Noelle Benvenuti,Pinkie Pie,What's he saying?,neutral,4
15220,Maud Pie,Noelle Benvenuti,Fluttershy,"He says hello, and he's happy to see us too.",joy,4
15221,Maud Pie,Noelle Benvenuti,Pinkie Pie,"I wish I could speak hummingbird. Humm! Hum-m-m-m-m, hum!",joy,4
15222,Maud Pie,Noelle Benvenuti,Fluttershy,"[to Maud] These spiders only live in Ponyville, and even though they may look a teeny bit scary, they're actually very sweet and help keep other, more dangerous insects away!",joy,4
15224,Maud Pie,Noelle Benvenuti,Fluttershy,Oh.,surprise,4
15225,Maud Pie,Noelle Benvenuti,Pinkie Pie,"Thanks again, Fluttershy! Start thinking about which flavors you want to put on your best friend rock candy necklace!",joy,4
15226,Maud Pie,Noelle Benvenuti,Fluttershy,Oh gosh. I'm not sure we're even friends yet.,fear,4
15227,Maud Pie,Noelle Benvenuti,Pinkie Pie,Maud is a total bookworm. She loves poetry!,joy,4
15228,Maud Pie,Noelle Benvenuti,Twilight Sparkle,I've got lots of poetry. Do you read anything by Quilland Ink? Or Flourish Prose?,neutral,4
15230,Maud Pie,Noelle Benvenuti,Twilight Sparkle,"Oh, I'd love to hear some of it!",joy,4
15233,Maud Pie,Noelle Benvenuti,Pinkie Pie,She's so prolific!,joy,4
15235,Maud Pie,Noelle Benvenuti,Applejack,"You 'bout done peelin' them apples for the cider, Maud?",joy,4
15238,Maud Pie,Noelle Benvenuti,Applejack,"No! I mean, nah. I'm sure there's plenty apples in it already.",neutral,4
15239,Maud Pie,Noelle Benvenuti,Pinkie Pie,[sniffs] Can we taste it now?,neutral,4
15240,Maud Pie,Noelle Benvenuti,Applejack,"Sure, why not?",neutral,4
15241,Maud Pie,Noelle Benvenuti,Pinkie Pie,[glugs] Wow! That's the best apple cider I've ever had!,joy,4
15242,Maud Pie,Noelle Benvenuti,Applejack,"What do you think, Maud?",neutral,4
15244,Maud Pie,Noelle Benvenuti,Pinkie Pie,"Told you she was super honest, just like you!",joy,4
15245,Maud Pie,Noelle Benvenuti,Applejack,"[nervously] We're practically twins, heh.",surprise,4
15246,Maud Pie,Noelle Benvenuti,Rainbow Dash,Yeah! Let's see you beat that! Whooaa!,joy,4
15247,Maud Pie,Noelle Benvenuti,Pinkie Pie,That was amazing!,joy,4
15248,Maud Pie,Noelle Benvenuti,Rainbow Dash,Whoa. How'd you do that?,surprise,4
15250,Maud Pie,Noelle Benvenuti,Rainbow Dash,"I guess you won this one, Maud.",joy,4
15252,Maud Pie,Noelle Benvenuti,Pinkie Pie,"Great, you're all here! Maud is out looking for rocks, so this is the perfect time for us to set up everything we'll need to make our best friend rock candy necklaces!",joy,4
15253,Maud Pie,Noelle Benvenuti,Pinkie Pie,What's wrong?,neutral,4
15254,Maud Pie,Noelle Benvenuti,Twilight Sparkle,"Well, I'm not sure it's the best time to make best friend rock candy necklaces.",fear,4
15255,Maud Pie,Noelle Benvenuti,Pinkie Pie,Why not?,neutral,4
15256,Maud Pie,Noelle Benvenuti,Twilight Sparkle,Uh...,neutral,4
15257,Maud Pie,Noelle Benvenuti,Rarity,"Well, darling, you see...",joy,4
15258,Maud Pie,Noelle Benvenuti,Fluttershy,"You're ever so thoughtful to share your special bonding ritual with us, but, uh...",neutral,4
15259,Maud Pie,Noelle Benvenuti,Pinkie Pie,But what?,neutral,4
15260,Maud Pie,Noelle Benvenuti,Applejack,"[sighs] The truth is, we've all been tryin' real hard to get closer to Maud, but, well... maybe some ponies just don't click the way others do.",sadness,4
15261,Maud Pie,Noelle Benvenuti,Applejack,"We just wouldn't feel right makin' somethin' that means we're best friends if, well, we aren't.",sadness,4
15262,Maud Pie,Noelle Benvenuti,Pinkie Pie,"[mane deflates] Oh. Okay. If anypony needs me, I'll be in here trying to figure out what to do with two hundred pounds of rock candy.",surprise,4
15263,Maud Pie,Noelle Benvenuti,Rarity,I feel awful! Just awful...,sadness,4
15264,Maud Pie,Noelle Benvenuti,Fluttershy,Maybe we should have just pretended we were friends with Maud.,sadness,4
15265,Maud Pie,Noelle Benvenuti,Twilight Sparkle,"If we didn't tell Pinkie Pie that we hadn't all become the best of friends, I think Maud would have.",joy,4
15266,Maud Pie,Noelle Benvenuti,Rainbow Dash,"Maybe, but who really knows? That pony is a riddle wrapped in a mystery inside an igneous.",surprise,4
15267,Maud Pie,Noelle Benvenuti,Rarity,"Don't you mean ""inside an enigma""?",neutral,4
15268,Maud Pie,Noelle Benvenuti,Rainbow Dash,Nope. I mean igneous. It's a kind of rock. Ask me how I know that.,surprise,4
15269,Maud Pie,Noelle Benvenuti,Pinkie Pie,I've come up with just the thing to bring everypony closer together!,joy,4
15270,Maud Pie,Noelle Benvenuti,Rainbow Dash,Huh?,surprise,4
15271,Maud Pie,Noelle Benvenuti,Pinkie Pie,It combines everypony's interests into one giant activity that we can all enjoy together and that will totally bring all of my bestest friends together as bestestest friends! You'll need these.,joy,4
15272,Maud Pie,Noelle Benvenuti,Rainbow Dash,Like I said: Huh?,surprise,4
15273,Maud Pie,Noelle Benvenuti,Pinkie Pie,"Probably better for me to show you. Watch this! Applesauce tunnel for Applejack, pretty shiny stuff for Rarity, reading material for Twilight, critter time for Fluttershy...",joy,4
15274,Maud Pie,Noelle Benvenuti,Pinkie Pie,Cupcakes for yours truly... [chomps] and it's a race for Rainbow Dash!,joy,4
15275,Maud Pie,Noelle Benvenuti,Twilight Sparkle,"Pinkie Pie, what is that?!",surprise,4
15276,Maud Pie,Noelle Benvenuti,Pinkie Pie,"A rock slide, of course! For Maud! First you climb, then you slide!",joy,4
15277,Maud Pie,Noelle Benvenuti,Applejack,I've got a bad feeling about this...,fear,4
15278,Maud Pie,Noelle Benvenuti,Fluttershy,"Oh, goodness!",surprise,4
15279,Maud Pie,Noelle Benvenuti,Applejack,Watch out!,fear,4
15280,Maud Pie,Noelle Benvenuti,Rainbow Dash,What<U+0096> how<U+0096> what?!,surprise,4
15282,Maud Pie,Noelle Benvenuti,Pinkie Pie,I guess I wasn't.,neutral,4
15284,Maud Pie,Noelle Benvenuti,Pinkie Pie,"But... we never even got to make our rock candy necklaces... Wait, Maud! I'll come with you!",sadness,4
15285,Maud Pie,Noelle Benvenuti,Twilight Sparkle,I can't believe Maud cut her trip short.,surprise,4
15286,Maud Pie,Noelle Benvenuti,Rarity,I can't believe we nearly lost Pinkie Pie to that ridiculous obstacle course.,surprise,4
15287,Maud Pie,Noelle Benvenuti,Fluttershy,Thank goodness Maud was able to reach her in time.,joy,4
15288,Maud Pie,Noelle Benvenuti,Rainbow Dash,Did you see how fast Maud moved?,surprise,4
15289,Maud Pie,Noelle Benvenuti,Rarity,And the way she smashed that huge rock into dust? How in Equestria did she do that?,surprise,4
15290,Maud Pie,Noelle Benvenuti,Fluttershy,Pinkie Pie was in trouble! Maud would move mountains for her if she had to.,joy,4
15291,Maud Pie,Noelle Benvenuti,Twilight Sparkle,That's it! I think I finally realized what we all have in common with Maud! Something that just might be worthy of a very important super-duper special tradition that only the closest and bestest of friends can share!,joy,4
15293,Maud Pie,Noelle Benvenuti,Pinkie Pie,Me too. I'm sorry I put so much pressure on everypony to bond. I only wanted my friends to get to know my amazing older sister.,joy,4
15294,Maud Pie,Noelle Benvenuti,Pinkie Pie,What are you doing here?,surprise,4
15295,Maud Pie,Noelle Benvenuti,Twilight Sparkle,"Pinkie Pie, we're so sorry we hurt your feelings by not bonding with Maud right away. And Maud, we're sorry that you felt the only way to spare Pinkie Pie's feelings was to leave Ponyville early.",sadness,4
15297,Maud Pie,Noelle Benvenuti,Applejack,We've seen how much you care about Pinkie Pie firsthoof.,joy,4
15298,Maud Pie,Noelle Benvenuti,Twilight Sparkle,"Pinkie Pie's happiness means as much to us as it does to you, and we're sorry we couldn't see it sooner. The thing that makes us click and creates a special bond between us is how much we all love Pinkie Pie!",joy,4
15299,Maud Pie,Noelle Benvenuti,Pinkie Pie,"Aw, shucks!",joy,4
15300,Maud Pie,Noelle Benvenuti,Twilight Sparkle,"That's a pretty great thing to have in common, if you ask me. What do you think, Maud?",joy,4
15302,Maud Pie,Noelle Benvenuti,Pinkie Pie,What's wrong?,neutral,4
15303,Maud Pie,Noelle Benvenuti,Rarity,"Sorry, darling. I think we all just thought she'd be a bit more excited about this.",disgust,4
15304,Maud Pie,Noelle Benvenuti,Pinkie Pie,Are you kidding me? I've never seen her more excited in my entire life!,joy,4
15306,Maud Pie,Noelle Benvenuti,Rainbow Dash,"Uh, we noticed. And we're totally cool with it.",joy,4
15307,Maud Pie,Noelle Benvenuti,Twilight Sparkle,"Maud, we'd like to give you something to take on your trip, so that you remember all your friends from Ponyville.",joy,4
15309,Maud Pie,Noelle Benvenuti,Twilight Sparkle,Are those all the necklaces Pinkie Pie sent you?,neutral,4
15311,Maud Pie,Noelle Benvenuti,Twilight Sparkle,You haven't eaten any of them?,surprise,4
15313,Maud Pie,Noelle Benvenuti,Pinkie Pie,[chewing] Mmm!,joy,4
15314,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"I have to leave for dress rehearsal soon, Rarity! Is it finished yet?",joy,4
15315,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"Uh, not quite. I still feel it needs a certain je ne sais quoi. Perhaps it needs... appliqu<e9>s.",surprise,4
15316,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,Appliqu<e9>s?,neutral,4
15317,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,Or sequins.,neutral,4
15318,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,Sequins!,joy,4
15319,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"Sweetie Belle, I adore having you help me, truly I do, but...",sadness,4
15320,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,Guess I got a little carried away. It's just that I know how important it is for you to finish this wardrobe in time for Sapphire Shores and her backup dancers.,joy,4
15321,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"This is without a doubt my most prestigious order ever. After all, Sapphire Shores is the pony of pop, and her Equestria-wide tour launches in Canterlot next week! Which means she must have these outfits by day after tomorrow at the latest!",joy,4
15322,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,But is there time?,neutral,4
15323,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"Barely. But I work well under pressure. Hmm, as long as I stay calm, I'll be fine.",neutral,4
15324,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"Oh, good! Then maybe you could check the stitching and finish the buttons on the dresses I made for me, Apple Bloom, and Scootaloo? I really want them to look perfect, and... I think I need your expertise.",joy,4
15325,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"My, you've been so much help to me. How could I possibly say no? When do you need them?",joy,4
15326,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,Tomorrow night. For the opening night of our show!,joy,4
15327,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"But, Sweetie Belle, darling! I, I'm behind as it is!",fear,4
15328,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,I understand.,neutral,4
15329,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"I suppose... if I got a few more ponies to help me, then maybe...",neutral,4
15331,For Whom the Sweetie Belle Toils,Dave Polsky,Scootaloo,I can't believe Rarity still isn't here with the costumes.,surprise,4
15332,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,She's been very busy lately!,joy,4
15333,For Whom the Sweetie Belle Toils,Dave Polsky,Apple Bloom,"But how can she still not be here? She's known about this for weeks! Uh... she has known about this for weeks, right?",surprise,4
15334,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"I kept meaning to ask her, I really did, but I worked so hard on this play. I wrote it especially for the three of us! I directed it, I'm in it, I made the costumes... It's just that this is really my time to shine doing something completely myself, and I really wanted to keep it that way!",joy,4
15335,For Whom the Sweetie Belle Toils,Dave Polsky,Apple Bloom,But we wanted everything to be perfect! All our friends came out to see it tonight!,joy,4
15337,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"Oh, I'm here, I'm here!",joy,4
15338,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,[gasps] You made it!,joy,4
15339,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"Oh, I beg your pardon for cutting it so close, but I made some improvements to your original design, and I had a terrible time with these froofy sleeves. It is for the first play you ever wrote, after all, so I made quite certain it came out just so.",joy,4
15341,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"Forsooth and anon, I cometh forthwith and posthaste with glad tidings, miladies.",joy,4
15342,For Whom the Sweetie Belle Toils,Dave Polsky,Apple Bloom,Wow! A standin' ovation!,surprise,4
15343,For Whom the Sweetie Belle Toils,Dave Polsky,Scootaloo,I still have goosebumps!,joy,4
15344,For Whom the Sweetie Belle Toils,Dave Polsky,Apple Bloom,"This must be like a dream come true for you, huh, Sweetie Belle?",joy,4
15345,For Whom the Sweetie Belle Toils,Dave Polsky,Scootaloo,"Ooh, can you imagine if this show was how you got your cutie mark?",joy,4
15346,For Whom the Sweetie Belle Toils,Dave Polsky,Apple Bloom,"Which do you think you'd get it for? Writing, directing, or acting?",neutral,4
15347,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,[deep breath] Let's not get carried away. We've got a whole lobby full of friends waiting to shower us with adoration and praise. Try to be gracious.,joy,4
15348,For Whom the Sweetie Belle Toils,Dave Polsky,Scootaloo,Modest.,neutral,4
15349,For Whom the Sweetie Belle Toils,Dave Polsky,Apple Bloom,Classy.,joy,4
15350,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"Here we are, the stars of the show!",joy,4
15351,For Whom the Sweetie Belle Toils,Dave Polsky,Apple Bloom,You may tell us how much you loved it now.,joy,4
15352,For Whom the Sweetie Belle Toils,Dave Polsky,Scootaloo,Line forms here!,neutral,4
15353,For Whom the Sweetie Belle Toils,Dave Polsky,Spike,"Wow, you guys! I think your sisters would have loved it!",joy,4
15354,For Whom the Sweetie Belle Toils,Dave Polsky,Apple Bloom,Would have?,neutral,4
15355,For Whom the Sweetie Belle Toils,Dave Polsky,Spike,"They're sorry, but they had to go help Rarity get Sapphire Shores' wardrobe ready to take to Canterlot in the morning.",joy,4
15356,For Whom the Sweetie Belle Toils,Dave Polsky,Scootaloo,Even Rainbow Dash?,surprise,4
15357,For Whom the Sweetie Belle Toils,Dave Polsky,Spike,Yeah. Rarity fell way behind.,sadness,4
15359,For Whom the Sweetie Belle Toils,Dave Polsky,Spike,"Aw, cheer up, the show was great! I'll get you some punch.",joy,4
15360,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,At least everypony else who was able to stay loved it.,joy,4
15361,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"What did you all like best? The writing, the directing, or the acting?",neutral,4
15364,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"Oh, really? Which ones?",neutral,4
15367,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,[growls] Isn't there anypony here who remembers anything about the play besides the dresses?!,anger,4
15368,For Whom the Sweetie Belle Toils,Dave Polsky,Fluttershy,All of this is one headpiece?,surprise,4
15369,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"Indeed. This marvelous extravagance is the cr<e8>me de la cr<e8>me of the entire wardrobe! But alas, without this key hidden stitch, it's just a... I'm trying to think of a nicer way to say 'big bummer'. [sighs] Now perhaps we can all at last take a moment to relax!",joy,4
15370,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"Whatever's the matter, Sweetie Belle? Didn't the play go all right?",neutral,4
15371,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,Not even close.,disgust,4
15372,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"Oh, dear. Was something amiss with the dresses I made you?",fear,4
15373,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"No, they were perfect, and that was the whole problem!",anger,4
15375,For Whom the Sweetie Belle Toils,Dave Polsky,Fluttershy,"Oh, um, I think maybe I'll go take that moment to relax now.",neutral,4
15376,For Whom the Sweetie Belle Toils,Dave Polsky,Rainbow Dash,"Heh, sure do feel like relaxing!",joy,4
15377,For Whom the Sweetie Belle Toils,Dave Polsky,Applejack,Right behind ya!,joy,4
15378,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"How could you?! ""Oh, what amazing dresses! Oh, how I love the dresses! Ooh, dresses, dresses, dresses, dresses!""",joy,4
15379,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"Oh, so they did like them. [chuckles] You had me worried, you silly filly.",joy,4
15380,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,There! I knew it! You did this on purpose! Stealing the spotlight like you always do! It's my fifth birthday party all over again!,anger,4
15381,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,The... the what now?,surprise,4
15382,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,Don't act like you don't remember. Or are you trying to prove you're a better actress than me too?!,anger,4
15383,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"Sweetie Belle, if I did anything to upset you, then--",neutral,4
15384,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,Admit you made those dresses too good on purpose!,anger,4
15385,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,I thought they were supposed to be good.,disgust,4
15386,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"Yes, good. Not jaw-dropping amazing!",neutral,4
15387,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,I only tried to do what I thought you wanted.,sadness,4
15388,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,Ha!,joy,4
15389,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"Ugh, I don't believe it. After everything I put up with all week long! [imitating Rarity] ""Sweetie Belle, get me some red ribbon! No, that's not red, that's cherry! No, that's not red, that's cinnamon!"" [normal, muffled] For Pete's sake, it's all red!",anger,4
15390,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"[to Opalescence] I should probably go talk to her, hm?",neutral,4
